Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Robinson,3,887800,8879
Thomas,4,708500,7086
White,3,621100,6212
White,0,856800,8569
Williams,1,82400,825
Williams,4,982700,9828
Wilson,1,167500,1676
Thomas,2,442500,4426
Martin,3,720200,7203
Williams,4,862300,8624
Moore,1,601200,6013
Williams,2,250100,2502
Jones,1,90100,902
Thomas,4,284900,2850
Thomas,1,17500,176
Jones,0,978400,9785
Moore,3,578800,5789
Miller,3,858300,8584
Garcia,0,224000,2241
Thompson,0,669400,6695
Martin,4,982900,9830
Miller,0,623500,6236
Smith,2,384600,3847
Wilson,1,129100,1292
Garcia,2,256900,2570
Anderson,1,666700,6668
Miller,1,492800,4929
Anderson,4,426900,4270
Miller,1,994800,9949
Smith,3,751600,7517
Moore,1,377700,3778
Johnson,4,453400,4535
Garcia,1,642300,6424
Williams,1,430200,4303
Thomas,3,199500,1996
Martinez,0,326800,3269
Jones,2,774100,7742
Robinson,0,530500,5306
Harris,0,76300,764
Martinez,4,829400,8295
White,2,188400,1885
Jackson,0,890600,8907
Miller,0,555000,5551
Williams,3,89900,900
Jackson,2,529400,5284
Jackson,2,297400,2975
Wilson,3,500000,5001
Johnson,0,513300,5134
Anderson,4,210100,2102
Johnson,0,916100,9162
Harris,0,642800,6429
Johnson,0,666300,6664
Davis,2,248800,2489
Anderson,0,798800,7989
Brown,3,342600,3427
Thompson,1,337300,3374
Brown,2,258500,2575
Harris,3,445800,4459
Garcia,1,197500,1976
Harris,2,1015400,10155
Harris,4,169200,1693
Robinson,0,498600,4976
Thompson,0,948500,9486
Harris,4,229100,2292
Harris,4,968500,9686
Robinson,1,936900,9370
Miller,1,173600,1737
Williams,4,701400,7015
Davis,3,230500,2306
Jones,3,247100,2472
Davis,4,643100,6432
Moore,4,911400,9115
White,1,98900,990
Harris,0,807400,8075
Anderson,2,903800,9039
Wilson,4,46500,466
Garcia,1,358500,3586
Smith,1,583200,5833
Johnson,0,435200,4353
Miller,4,548200,5483
Jackson,3,862000,8621
Brown,3,391200,3913
Jones,3,952200,9523
Smith,3,486100,4862
Johnson,3,308600,3087
Davis,0,1029800,10299
Miller,2,827600,8277
Robinson,2,87800,879
Johnson,0,6700,68
Thompson,4,237600,2377
Garcia,0,512000,5121
Wilson,4,711100,7112
Wilson,2,619900,6200
Miller,3,415400,4155
Garcia,3,924500,9246
Moore,1,840200,8403
Thompson,1,379500,3796
Jones,4,291700,2918
Anderson,0,833100,8332
Robinson,3,552300,5524
Johnson,2,190300,1904
Thomas,3,426300,4264
White,4,292500,2926
Taylor,2,985500,9856
Moore,3,373000,3731
Martin,1,10100,102
Martin,1,19200,193
Smith,1,922000,9221
Taylor,4,282600,2827
Brown,3,859600,8597
Robinson,4,943100,9432
Martinez,0,688100,6871
Smith,0,770900,7710
Taylor,4,701500,7016
Smith,1,134000,1341
Martinez,1,841600,8417
Davis,4,252300,2524
Wilson,4,895500,8956
Jones,2,92500,926
Smith,1,836100,8362
Jackson,4,23700,238
Jones,1,526100,5262
Jones,2,416200,4163
Garcia,4,678500,6786
White,2,938000,9381
Anderson,1,678600,6787
Brown,0,13500,136
Harris,3,282400,2825
Brown,1,44100,442
Thomas,3,870800,8709
Johnson,0,499600,4997
Thomas,0,520400,5205
White,1,50100,502
Davis,4,746800,7469
Davis,0,714900,7150
Robinson,2,950900,9510
Thompson,0,812000,8121
White,2,988500,9886
Martin,0,614500,6146
Garcia,2,344200,3443
Thomas,4,919900,9200
Wilson,2,521400,5215
Robinson,3,49900,500
Harris,0,734900,7350
Davis,3,316100,3162
Martinez,4,187500,1876
Williams,2,947500,9476
Jones,0,600900,6010
Jackson,4,778800,7789
Harris,2,568400,5685
Robinson,0,422400,4225
Taylor,2,830800,8309
Jones,2,340400,3405
Robinson,2,979700,9798
Wilson,1,493300,4934
Miller,2,620400,6205
Miller,1,760500,7606
Martinez,4,166200,1663
Anderson,4,681700,6818
Thompson,1,994900,9950
Jackson,0,368700,3688
Jackson,0,784300,7844
Moore,2,730600,7307
Jones,3,898200,8983
Smith,4,728100,7282
White,0,561200,5613
Robinson,3,704000,7041
Harris,4,785300,7854
Davis,3,509400,5095
Johnson,3,10700,108
Jones,4,522200,5223
Anderson,1,546300,5464
Harris,0,587700,5878
Garcia,0,47200,473
Davis,2,458900,4590
Thomas,4,727500,7265
Robinson,2,377800,3779
White,3,688900,6890
Taylor,2,308700,3088
Moore,2,754800,7549
Miller,3,1011600,10117
Smith,1,672900,6730
Johnson,1,480800,4809
Jackson,1,769300,7694
Martin,2,532100,5322
Robinson,1,181000,1811
Williams,3,997600,9977
Wilson,4,80700,808
Jackson,0,95900,960
Wilson,1,146600,1467
Harris,2,834900,8350
White,3,755900,7560
Miller,3,136700,1368
Brown,3,22800,229
Williams,0,343100,3432
Johnson,1,250300,2504
Martin,1,922100,9211
Miller,1,742100,7422
Miller,3,5700,58
Brown,2,966700,9668
Anderson,3,1007600,10077
Davis,1,591900,5920
Williams,1,225900,2260
Jones,0,437900,4380
Thompson,3,409200,4093
Smith,2,126600,1267
Johnson,3,890700,8908
Moore,2,665500,6656
Robinson,0,635900,6360
Anderson,4,580900,5810
Jones,0,569700,5698
Wilson,4,553100,5532
Williams,4,350000,3501
Jackson,4,630800,6309
Davis,1,369600,3697
White,4,879000,8791
Robinson,3,712700,7128
Brown,3,309300,3094
Robinson,3,605300,6054
Harris,0,144400,1445
Brown,1,678400,6785
Martinez,4,838000,8381
Garcia,1,697800,6979
Taylor,1,469400,4695
Thomas,3,578100,5782
Davis,2,235700,2358
Davis,2,336400,3365
Brown,3,881200,8813
Brown,2,777500,7776
Wilson,3,216100,2162
Brown,2,810000,8101
Jackson,4,568800,5689
Moore,0,320100,3202
Jackson,2,634100,6342
Smith,3,792100,7922
Thompson,2,165000,1651
Martin,2,128900,1290
Martin,1,131800,1319
Martinez,1,649500,6496
Martin,4,1014500,10146
Wilson,1,284500,2846
Johnson,4,220500,2206
Moore,2,704800,7049
Johnson,2,859400,8595
Williams,3,1008500,10086
Williams,3,307000,3071
Brown,3,773200,7733
Martinez,0,719200,7193
Martin,3,867300,8674
Moore,4,365900,3660
Harris,0,353800,3539
Wilson,4,740300,7404
Martin,4,118200,1183
Jackson,1,120100,1202
Jackson,3,826600,8267
Smith,1,363500,3636
Brown,1,274300,2744
Smith,0,183500,1836
Smith,0,599200,5993
Robinson,2,943700,9438
Anderson,4,983100,9832
Anderson,1,309500,3096
Miller,3,154300,1544
Thompson,3,205100,2052
Smith,2,24300,244
Thompson,3,204600,2047
Miller,3,390700,3908
Taylor,1,256800,2569
White,3,905600,9057
White,1,483400,4835
Jones,0,967200,9673
Robinson,0,759200,7593
Thompson,3,726000,7261
Robinson,4,90700,908
Brown,0,889000,8891
Harris,4,669200,6693
White,2,981200,9813
Smith,0,367400,3675
Harris,1,870000,8701
Harris,3,182200,1823
Anderson,2,227500,2276
Harris,4,2700,28
Robinson,4,1008100,10082
Thomas,4,687400,6875
Smith,0,556000,5561
Anderson,4,240800,2409
White,3,193900,1940
Moore,1,1600,17
White,4,894200,8943
White,1,132200,1323
Harris,2,280400,2805
Jones,3,413600,4137
Anderson,0,442800,4429
Moore,0,992600,9927
Williams,0,158900,1590
Davis,1,356200,3563
Martin,4,920700,9208
White,3,453300,4534
Martinez,1,958200,9583
Moore,1,652100,6522
Brown,0,916200,9163
Garcia,0,1006600,10067
Jackson,1,1017100,10172
Thomas,2,405500,4056
Taylor,0,474300,4744
Moore,1,826000,8261
Davis,2,855900,8560
Smith,4,549900,5500
Jones,1,406900,4070
Moore,2,728600,7287
Brown,1,179500,1796
Taylor,4,41200,413
Harris,4,900900,9010
Thompson,3,468200,4683
Thompson,0,717200,7173
Brown,0,788300,7884
Jones,4,444400,4434
Garcia,2,234500,2346
Moore,4,807500,8076
Harris,1,904700,9048
Williams,4,345400,3455
Thomas,1,388900,3890
Jones,3,234200,2343
Robinson,4,349800,3499
Smith,3,402000,4021
Thompson,2,822800,8229
Robinson,1,1011800,10119
Moore,3,709600,7097
Taylor,1,759300,7594
Williams,4,528700,5288
Harris,0,844900,8450
Robinson,3,623700,6238
Smith,3,444800,4449
Thomas,3,557700,5578
Williams,1,263000,2631
Robinson,1,410800,4109
Martinez,1,85100,852
Martinez,0,936800,9369
Williams,4,463700,4638
Smith,0,619400,6195
Thompson,2,1000000,10001
White,3,74900,750
Jones,0,898400,8985
Moore,1,611800,6119
Anderson,1,312200,3123
Thomas,3,371900,3720
Garcia,3,655200,6553
Johnson,3,670400,6705
Robinson,1,322600,3216
Robinson,1,538100,5382
Harris,3,170400,1705
Anderson,4,205800,2059
Thomas,4,114100,1142
White,3,931300,9314
Thomas,2,904100,9042
Miller,2,470200,4703
Harris,1,175800,1759
Johnson,4,557400,5575
Martin,2,115000,1151
Johnson,2,761100,7612
Harris,1,251600,2517
Garcia,3,736500,7366
Thomas,3,292400,2925
Moore,1,640800,6409
Miller,4,593200,5922
Martinez,4,450300,4504
Smith,1,52000,521
Johnson,4,907300,9074
Anderson,2,242200,2423
Williams,3,89700,898
Wilson,3,580600,5807
Williams,1,983700,9838
Davis,1,76900,770
Brown,4,188600,1887
Jones,1,868900,8690
Garcia,4,215800,2159
Smith,2,289300,2894
Smith,1,726500,7266
Taylor,3,152000,1521
Brown,4,519600,5197
Jackson,1,1019700,10198
Martinez,4,901400,9015
Taylor,3,384000,3841
Anderson,3,339700,3398
White,0,844400,8445
Anderson,0,435600,4357
Martinez,0,592100,5922
Wilson,2,845300,8454
Smith,1,177400,1775
Thomas,4,105400,1055
Jackson,4,850300,8504
Moore,3,776100,7762
Anderson,3,404300,4044
Taylor,2,35500,356
Miller,0,696800,6969
Moore,2,797300,7974
Garcia,0,92900,930
Jones,2,455200,4553
Martinez,4,42300,413
Garcia,3,556500,5566
Moore,2,498400,4985
Moore,1,725200,7253
Wilson,1,831600,8317
Anderson,2,682900,6830
Wilson,2,144600,1447
Harris,1,776300,7764
Miller,2,485400,4855
White,4,446400,4465
White,4,680900,6810
Davis,0,1021100,10212
Wilson,4,415700,4158
Brown,0,860900,8610
White,2,579900,5800
Williams,4,816700,8168
Thompson,0,156800,1569
Miller,1,723200,7233
Jackson,2,228700,2288
Wilson,1,774300,7744
Jones,2,878600,8787
Davis,0,387700,3878
Jones,3,805000,8051
Davis,3,233000,2331
White,0,212000,2121
Robinson,0,475200,4753
Brown,4,849100,8492
Thomas,3,51700,518
Martin,1,107300,1074
Jackson,4,423500,4236
Taylor,3,709900,7100
Thompson,2,323500,3236
Martin,2,730700,7308
Garcia,1,909600,9097
Harris,2,760100,7602
Thomas,2,639900,6400
Brown,0,599400,5995
Garcia,0,546100,5462
Davis,1,181100,1812
Robinson,1,677700,6778
Johnson,2,657800,6579
Jones,3,309700,3098
Johnson,4,236600,2367
Smith,4,79500,796
Johnson,1,315100,3152
Anderson,1,485100,4852
Martin,2,737300,7374
White,4,107800,1079
Jones,4,200500,2006
Taylor,2,181800,1819
Harris,2,219600,2197
Wilson,0,657300,6574
Jackson,1,327700,3278
Smith,4,760800,7609
Robinson,2,144000,1441
Brown,0,579300,5794
Taylor,4,645300,6454
Thompson,3,417800,4179
Harris,0,46100,462
White,3,425200,4253
Harris,0,649200,6493
Anderson,4,90500,906
Johnson,3,846100,8462
White,0,1014300,10144
Jackson,2,121100,1212
Jones,3,522900,5230
Jackson,3,56200,563
Garcia,3,1007800,10079
Robinson,3,171700,1718
Miller,0,196200,1963
Johnson,4,237500,2376
Robinson,1,228100,2282
Thomas,1,731100,7312
Robinson,2,227900,2280
Jones,1,917500,9176
Thompson,4,549200,5493
Harris,1,675700,6758
Johnson,4,990800,9909
Brown,1,313700,3138
Robinson,3,815800,8159
Miller,1,392600,3927
Johnson,2,737500,7376
Garcia,1,855700,8558
Robinson,2,1013100,10132
White,4,147700,1478
Taylor,1,312000,3121
Brown,2,489000,4891
Martinez,3,1017400,10175
Jackson,2,331800,3319
Thomas,2,776000,7761
Wilson,4,378400,3785
Wilson,2,522100,5222
Anderson,3,958000,9581
Jones,4,350600,3507
Miller,4,241000,2411
Thomas,4,714700,7148
Harris,2,101400,1015
Garcia,1,627600,6277
Anderson,1,482500,4826
Brown,1,350700,3508
Taylor,3,966600,9667
Garcia,0,687500,6876
Harris,4,203300,2034
Taylor,0,65500,656
Robinson,2,624300,6244
Moore,2,432800,4329
Thompson,3,419400,4195
Moore,1,742800,7429
Thomas,0,233600,2337
Wilson,3,630200,6303
Thompson,1,157800,1579
Wilson,4,207200,2073
Wilson,0,37500,376
Anderson,4,544600,5447
Davis,3,976800,9769
Martinez,1,898100,8982
Moore,2,457800,4579
Martinez,3,116200,1163
Thompson,3,240600,2407
Jones,4,632100,6322
Johnson,2,263300,2634
Brown,4,599600,5997
Robinson,3,562400,5625
Johnson,4,637900,6380
Robinson,4,584500,5846
White,0,393200,3933
Robinson,1,913300,9134
Johnson,0,954800,9549
Martinez,4,898500,8986
Jones,3,199400,1995
Johnson,2,749300,7494
Jackson,0,701800,7019
Anderson,0,2100,22
Thompson,2,225400,2255
Smith,0,743500,7436
Taylor,4,813800,8139
Davis,3,673100,6732
Brown,4,550500,5506
Davis,2,1700,18
Thomas,3,164600,1647
Garcia,4,93500,936
Moore,2,1016000,10161
Taylor,1,115700,1158
Miller,0,913100,9132
Williams,2,59000,591
Moore,3,967500,9676
Anderson,2,877300,8774
Moore,2,276300,2764
Martinez,3,446300,4464
Thomas,2,1017500,10176
Taylor,4,101200,1013
Garcia,2,149400,1495
Brown,0,569000,5691
Johnson,3,1001900,10020
Davis,2,668500,6686
Martinez,4,640500,6406
Wilson,1,805800,8059
Johnson,4,468700,4688
Smith,0,349000,3491
Smith,4,873300,8734
Robinson,3,937600,9377
Johnson,0,755500,7556
Thomas,3,447900,4480
Jones,1,166100,1662
Harris,2,575300,5754
Thompson,1,764400,7645
Jackson,0,53100,532
Moore,3,377400,3775
Smith,1,909700,9098
Davis,3,768600,7687
Garcia,1,556200,5563
Johnson,1,554400,5545
White,3,375500,3756
Thomas,2,83000,831
Davis,4,859100,8592
White,3,466800,4669
Jones,4,196600,1967
Moore,2,472300,4724
Taylor,4,645800,6459
Smith,1,612100,6122
Moore,1,77700,778
Martinez,0,231500,2316
Williams,0,543600,5426
Robinson,1,737000,7371
Jones,3,432400,4325
Jackson,0,523100,5232
Johnson,4,605700,6058
Thompson,1,612500,6126
Thompson,4,989700,9898
Taylor,0,724000,7241
Jones,0,962200,9623
Miller,4,963300,9634
Jones,2,1009100,10092
Jones,2,720800,7198
Johnson,1,396100,3962
Robinson,1,622000,6221
Thompson,4,801300,8014
Johnson,4,648300,6484
Martinez,2,910800,9109
Anderson,3,96700,968
Jones,4,641900,6420
Smith,3,621900,6220
Miller,1,812400,8125
White,4,926700,9268
Johnson,4,724300,7244
Thompson,3,346200,3463
Harris,2,982800,9829
Williams,1,116900,1170
Johnson,0,187700,1878
Taylor,3,452900,4530
Jackson,1,36100,362
Garcia,3,1003600,10037
Johnson,0,162800,1629
Harris,4,849600,8497
Martinez,0,341500,3416
Garcia,1,18200,183
Anderson,0,854500,8546
Johnson,4,355600,3557
Martinez,3,570900,5710
Thompson,1,121400,1215
Anderson,3,943500,9436
Jones,1,656300,6564
Harris,0,345100,3452
Moore,0,375100,3752
Jones,2,225300,2254
Davis,0,135600,1357
Jackson,4,531100,5312
Smith,0,959700,9598
Robinson,4,111200,1113
Moore,2,566400,5665
Garcia,4,427600,4277
Williams,2,46800,469
Moore,0,430900,4310
Harris,1,673800,6739
Miller,2,830000,8301
Thomas,2,30000,301
Smith,1,944300,9444
Wilson,2,835400,8355
Taylor,4,750800,7509
Garcia,1,974400,9745
Anderson,1,298300,2984
Martin,1,544900,5450
Johnson,2,595900,5960
White,0,356400,3565
Davis,2,835000,8351
Thomas,0,1018800,10189
Harris,1,224300,2244
Martinez,4,38300,384
Davis,0,863800,8639
Garcia,1,973000,9731
Williams,1,18900,190
White,1,119800,1199
Garcia,0,133000,1331
Moore,0,282500,2815
Thomas,1,213100,2132
Thompson,4,796100,7962
Brown,3,103600,1026
Miller,0,762400,7625
White,0,481700,4818
Jones,3,56400,565
Harris,2,889500,8896
Moore,0,708200,7083
Moore,1,203100,2032
Smith,4,578400,5785
Moore,0,271800,2719
Garcia,0,325400,3255
Harris,0,413300,4134
White,3,294800,2949
White,3,895000,8951
Jackson,1,27300,274
Anderson,3,513900,5140
Brown,2,354200,3543
Anderson,1,808400,8085
Johnson,0,420700,4208
Jones,4,97300,974
Anderson,0,583000,5831
Martinez,1,533800,5339
Brown,0,994100,9942
Moore,3,926100,9262
White,3,33800,339
Williams,3,661700,6618
Williams,4,823600,8237
Anderson,0,462900,4630
Taylor,2,656700,6568
Smith,4,764000,7641
Miller,3,94400,945
Miller,4,205000,2051
Moore,3,1004100,10042
Thompson,3,372700,3728
White,0,838100,8382
Brown,2,76700,768
White,4,819400,8195
Thompson,3,311600,3117
Miller,4,804300,8044
White,4,754300,7544
Robinson,1,886200,8863
White,3,357100,3572
Martinez,4,855200,8553
White,0,892000,8921
White,0,50200,503
Thompson,0,935600,9357
Martin,2,886600,8867
Jones,4,899000,8991
Wilson,2,487000,4871
Miller,1,673400,6735
Anderson,2,503300,5034
Robinson,0,615200,6153
Johnson,3,799300,7994
Wilson,1,410000,4101
Wilson,0,660900,6610
Thomas,2,150300,1504
Garcia,0,495400,4955
Martinez,2,926600,9267
Robinson,1,470600,4707
Thompson,2,802900,8030
Jackson,0,585200,5853
Brown,0,957400,9575
Robinson,0,651600,6517
Johnson,2,844300,8444
Martin,4,829000,8291
Miller,2,967300,9674
Williams,2,632700,6328
Williams,0,449500,4496
Wilson,3,438800,4389
Davis,1,252100,2522
Thompson,3,878300,8784
Thompson,4,156500,1566
Jones,2,925900,9260
Anderson,1,858600,8587
Miller,4,751800,7519
Taylor,1,119400,1195
Martinez,1,775200,7753
Williams,2,765500,7656
Martinez,4,680000,6801
Anderson,1,777000,7771
Moore,2,765000,7651
Brown,4,640200,6403
Brown,1,112000,1121
Johnson,3,291800,2919
Martin,3,803000,8031
Williams,3,885200,8853
White,0,138200,1383
Miller,0,235500,2356
Jackson,1,167600,1677
White,2,509000,5091
Moore,4,69400,695
White,3,56500,566
Williams,1,288200,2883
Taylor,0,617900,6180
Jones,1,470100,4702
Brown,1,512300,5124
Thompson,3,1004600,10047
Taylor,2,399000,3991
Martin,4,908600,9087
Wilson,4,609300,6094
Moore,1,366500,3666
Brown,1,824100,8242
Harris,2,539000,5391
Wilson,2,160400,1605
Anderson,4,580500,5806
Anderson,4,804000,8041
Thomas,4,886800,8869
Williams,1,500800,5009
Johnson,1,81800,808
Harris,3,558700,5588
Williams,2,812500,8126
Miller,4,319100,3192
Brown,1,766900,7670
White,3,1013500,10136
Jones,4,593600,5937
Robinson,1,698400,6985
Jones,4,491900,4920
Thompson,1,31100,312
Wilson,1,625700,6258
Martinez,3,12500,126
White,2,285700,2858
Taylor,0,927700,9278
Martin,3,642500,6426
Johnson,3,218700,2188
Martinez,1,25900,260
Taylor,4,242100,2422
Jones,0,218600,2187
Williams,1,134700,1348
Anderson,4,644000,6441
Martin,0,33600,337
White,0,1003800,10039
Davis,3,840000,8401
White,1,294700,2948
Johnson,1,917700,9178
Thompson,3,25500,245
Garcia,2,83200,833
Martin,0,730300,7304
Jackson,4,602400,6025
Williams,1,520300,5204
Robinson,0,423200,4233
Robinson,3,607000,6071
Thompson,4,985900,9860
White,1,894000,8941
Miller,3,201300,2014
Jones,0,613300,6134
Robinson,4,854200,8543
Jackson,2,54700,548
Smith,2,102300,1024
Moore,2,957500,9576
Robinson,0,551400,5515
Harris,2,219500,2196
Thomas,4,784900,7850
Garcia,4,524100,5242
Smith,2,631500,6316
Davis,4,682400,6825
Wilson,3,651300,6514
White,0,735600,7357
Davis,4,379600,3797
Harris,4,874500,8746
Davis,2,414400,4145
Thomas,0,616400,6165
Thompson,4,10400,105
Miller,1,260100,2602
Davis,2,147000,1471
Johnson,3,206500,2066
Martinez,3,621600,6217
Moore,3,690100,6902
Jackson,0,805100,8052
Johnson,1,552500,5526
Martin,2,187400,1875
Taylor,3,847100,8472
Martinez,4,920100,9202
Brown,4,366800,3669
Robinson,3,505100,5052
Martinez,0,816900,8170
Martinez,0,642400,6425
Johnson,4,246400,2454
Brown,4,676500,6766
Brown,3,117100,1172
Martin,4,978100,9782
Taylor,1,557600,5577
Brown,4,364400,3645
Davis,0,842800,8418
Martin,4,835800,8359
Jackson,4,219900,2200
Thomas,3,501900,5020
Moore,1,380000,3801
Martinez,3,136300,1364
Davis,3,176900,1770
Wilson,0,688200,6883
Robinson,4,429300,4294
Wilson,2,494400,4945
Miller,4,533400,5335
Miller,1,935400,9355
Wilson,0,43500,425
Williams,0,675100,6752
Martin,4,1022100,10222
Thompson,0,113300,1134
Thompson,2,438400,4385
Jones,3,299700,2998
Moore,3,504200,5043
White,4,685700,6858
Thomas,4,122300,1224
Martinez,3,470000,4701
Thompson,3,525500,5256
Miller,0,995900,9960
Martinez,4,90000,901
Taylor,3,410200,4103
White,3,700400,7005
Thompson,0,933200,9333
Williams,2,828200,8283
Robinson,4,146700,1468
Brown,0,741400,7415
Harris,0,774900,7750
Garcia,2,814100,8142
Smith,3,683500,6836
Anderson,0,273400,2735
Jackson,1,621200,6213
Smith,3,106300,1064
Johnson,1,6900,70
Johnson,4,981500,9816
Davis,3,247900,2480
Davis,2,756200,7563
Wilson,1,935000,9351
Wilson,3,137200,1373
Jackson,4,507500,5076
Martin,4,34900,350
Davis,2,388800,3889
Brown,4,114300,1144
Wilson,1,884000,8841
Smith,3,1026300,10264
Martin,3,222500,2226
Thomas,1,391500,3916
Martinez,3,414900,4150
Williams,3,409900,4100
Martinez,3,2400,25
Garcia,1,688600,6887
Martinez,3,664600,6647
Robinson,1,499800,4999
Williams,4,99400,995
Harris,1,323800,3239
Anderson,2,854000,8541
Martinez,4,321200,3213
Thompson,2,148300,1484
Jackson,3,250500,2506
Martinez,1,391600,3917
Robinson,0,866500,8666
Robinson,4,960400,9605
Smith,0,298600,2987
Martin,3,388100,3882
White,3,950100,9502
Wilson,1,42200,423
Davis,3,539500,5385
Jackson,4,376100,3762
Harris,1,289900,2900
Jackson,1,863200,8633
Martin,0,734400,7345
Martinez,0,455700,4558
Johnson,4,885600,8857
Brown,2,122500,1226
Martinez,0,635200,6353
Smith,3,654900,6550
Taylor,3,933000,9331
Miller,2,954300,9544
Martinez,4,939800,9399
Thomas,0,680800,6809
Thomas,3,605200,6053
Harris,4,714000,7141
Brown,4,449800,4499
Brown,1,843100,8432
Thompson,2,926000,9261
Davis,0,264600,2647
Smith,0,467700,4678
Anderson,1,850100,8502
Moore,3,425800,4259
Robinson,3,636500,6366
Martinez,4,517100,5172
Martin,4,560500,5606
Jackson,2,564200,5643
Williams,4,971400,9715
Johnson,0,607400,6075
Taylor,4,484900,4850
Harris,3,142800,1429
Smith,2,135700,1358
Davis,2,603900,6040
Johnson,3,45600,457
Martin,1,148000,1481
Taylor,1,327600,3277
Harris,3,234000,2341
Thomas,2,511400,5115
Martinez,1,901300,9014
Wilson,4,896000,8961
Thomas,3,700100,7002
Anderson,0,1016300,10164
Thomas,1,142300,1424
Moore,3,937000,9371
Garcia,4,842400,8425
Brown,4,258100,2582
Robinson,3,491800,4919
Anderson,4,28900,290
Smith,4,556700,5568
Miller,4,369500,3696
Williams,2,1005000,10051
White,4,601900,6020
Garcia,1,194300,1944
Martin,4,1003000,10031
Moore,2,588100,5882
Martinez,2,705300,7054
Thomas,2,522000,5221
Moore,0,523000,5231
Martin,3,228300,2284
Jackson,1,1025100,10252
Brown,0,404400,4045
Taylor,0,227000,2271
Robinson,1,752800,7518
Davis,4,286400,2865
Thompson,2,363000,3631
Taylor,2,120900,1210
Martin,1,62000,621
Brown,3,977000,9771
Williams,2,785200,7853
Jackson,1,82600,827
Harris,1,254300,2544
Thompson,0,726700,7268
Anderson,2,490500,4906
Jackson,2,867800,8679
Thompson,0,93800,939
Miller,3,296300,2964
Thompson,1,590900,5910
Johnson,1,191800,1919
Williams,0,619300,6194
Miller,0,460900,4610
Taylor,0,30300,304
Jackson,0,757200,7573
Robinson,4,416500,4166
Thompson,0,480300,4804
Moore,2,845700,8458
Garcia,2,302000,3021
Wilson,4,19500,196
Wilson,2,666000,6661
Thomas,1,124100,1242
Davis,0,539200,5393
Miller,3,343400,3435
Thomas,3,242900,2430
Miller,2,352600,3527
Moore,0,217100,2172
Miller,1,681900,6820
Thomas,1,589300,5894
Robinson,2,863500,8636
Thompson,4,281300,2814
Williams,4,669900,6700
Davis,2,320700,3208
Davis,3,636600,6367
Robinson,1,1022800,10229
Martin,4,384800,3849
Garcia,2,540700,5408
Harris,1,15500,156
Jones,4,119600,1197
Wilson,0,163400,1635
Brown,0,154700,1548
Smith,3,1100,12
Johnson,4,3800,39
Anderson,1,911000,9111
Williams,2,376800,3769
Smith,2,1024200,10243
Robinson,0,663500,6636
Brown,2,622600,6227
Brown,1,383500,3836
Moore,3,303900,3040
Johnson,0,910700,9108
Thomas,3,112800,1129
Wilson,0,938500,9386
Robinson,2,936300,9364
Robinson,1,190600,1907
Miller,1,341700,3418
Garcia,0,879100,8792
White,3,288600,2887
Smith,1,204700,2048
Jackson,3,355700,3558
Moore,1,75000,751
Robinson,4,377300,3774
Smith,4,395500,3956
Thompson,2,942000,9421
Martinez,3,953100,9532
Harris,0,41800,419
Martin,1,265200,2653
Smith,1,436200,4363
White,0,872800,8729
Martin,2,693800,6939
Moore,0,450800,4509
Brown,0,997500,9976
Miller,4,731900,7320
Miller,4,674500,6746
Wilson,1,711200,7113
Davis,0,977200,9773
Martinez,2,246300,2464
Moore,3,52300,524
Jones,4,96600,967
Wilson,3,704500,7035
Robinson,1,413400,4135
White,4,873500,8736
White,0,742900,7430
Jones,4,681100,6812
Taylor,4,62400,625
Martinez,0,656100,6562
Brown,2,646900,6470
Garcia,4,577100,5772
Wilson,4,450700,4508
Williams,0,591200,5913
Anderson,2,445500,4456
Thomas,0,99900,1000
Jackson,3,986100,9862
Jackson,1,424100,4242
Miller,4,454000,4541
Williams,4,766100,7662
Taylor,1,575400,5755
Wilson,3,477500,4776
Martinez,2,464300,4644
Moore,3,380600,3807
Brown,4,960700,9608
Robinson,4,35800,359
Williams,1,29000,291
Davis,4,390100,3902
Smith,0,177900,1780
Davis,1,767400,7675
Robinson,2,851100,8512
Williams,2,266500,2666
Taylor,1,43300,434
White,0,980300,9804
Jones,4,367900,3680
Thomas,0,417300,4174
Moore,2,408800,4089
White,3,883000,8831
Anderson,4,246100,2462
Johnson,4,890900,8910
Garcia,4,556600,5567
Anderson,1,992700,9928
Thomas,1,829700,8298
Martinez,3,739700,7398
Martinez,4,202200,2023
Taylor,2,700000,7001
Taylor,2,53200,533
Anderson,4,629900,6300
Smith,2,809100,8092
Davis,1,100,2
Wilson,2,209800,2099
Martin,2,801700,8018
Jones,3,317700,3178
Davis,1,722700,7228
Davis,3,894900,8950
Moore,0,272100,2722
Moore,1,404600,4047
Anderson,0,427100,4272
Williams,3,568600,5687
Smith,3,127500,1276
White,1,866300,8664
Davis,3,970500,9706
Robinson,4,578500,5786
Moore,1,258600,2587
Harris,1,583900,5840
Thompson,1,916400,9165
Moore,0,976500,9766
Harris,4,206800,2069
Anderson,2,812200,8123
Jones,3,308300,3084
Brown,3,973900,9740
Brown,0,105700,1058
Brown,3,243300,2434
Martinez,0,107600,1077
Taylor,3,888800,8889
Robinson,1,767900,7680
Jones,1,188900,1890
Moore,2,518900,5190
Wilson,1,222800,2229
Anderson,4,641000,6411
Smith,0,25600,257
White,2,422900,4230
Martinez,1,69500,696
Garcia,4,160100,1602
Johnson,4,950500,9506
Davis,3,807200,8073
